6.82338e+08,3.41775e+09,6.14871e+09,8.87823e+09,9.64177e+09,9.68323e+09,9.61254e+09,9.58729e+09,9.53498e+09,9.58445e+09,9.63232e+09,9.63089e+09,9.63013e+09,9.62349e+09,9.50657e+09
6.84852e+08,3.41838e+09,6.14951e+09,8.87735e+09,9.602e+09,9.49241e+09,9.57387e+09,9.50791e+09,9.58757e+09,9.45517e+09,9.57957e+09,9.57203e+09,9.56935e+09,9.59728e+09,9.55246e+09
6.8308e+08,3.41863e+09,6.15097e+09,8.87813e+09,9.51965e+09,9.57048e+09,9.48452e+09,9.45586e+09,9.59265e+09,9.3966e+09,9.56732e+09,9.55316e+09,9.30482e+09,9.49725e+09,9.58221e+09
6.84751e+08,3.41999e+09,6.15306e+09,8.87611e+09,9.48321e+09,9.36901e+09,9.37263e+09,9.41494e+09,9.46913e+09,9.41399e+09,9.54817e+09,9.49015e+09,9.56605e+09,9.49397e+09,9.42398e+09
6.84849e+08,3.41893e+09,6.14977e+09,8.82774e+09,9.20901e+09,9.17952e+09,9.19749e+09,9.31035e+09,9.23815e+09,9.37022e+09,9.03335e+09,9.44764e+09,9.50292e+09,9.44688e+09,9.4656e+09
6.83646e+08,3.4179e+09,6.15082e+09,8.75525e+09,9.26271e+09,9.28331e+09,8.99093e+09,9.16589e+09,8.97071e+09,9.32461e+09,9.29104e+09,8.87774e+09,9.33343e+09,9.09787e+09,9.18537e+09
6.83163e+08,3.41725e+09,6.15128e+09,8.70344e+09,9.01849e+09,9.05691e+09,9.1808e+09,9.09033e+09,8.91137e+09,9.05487e+09,9.31357e+09,9.20241e+09,8.95268e+09,9.33101e+09,8.84393e+09
6.83272e+08,3.41811e+09,6.15526e+09,8.279e+09,8.80745e+09,8.78582e+09,9.11795e+09,8.9399e+09,8.74918e+09,9.15647e+09,8.98949e+09,9.12344e+09,8.84998e+09,9.13612e+09,8.95049e+09
6.84748e+08,3.42158e+09,6.15223e+09,8.56433e+09,8.63959e+09,8.67452e+09,8.73196e+09,8.67576e+09,8.87094e+09,8.59534e+09,8.62523e+09,8.71801e+09,9.03441e+09,8.90117e+09,8.96144e+09
6.84679e+08,3.41769e+09,6.14836e+09,8.37461e+09,8.40624e+09,8.65336e+09,8.8958e+09,8.7085e+09,8.79198e+09,8.59562e+09,8.80597e+09,8.56178e+09,8.59791e+09,8.70507e+09,8.81152e+09
