4.66176e+08,2.32602e+09,4.14758e+09,5.97891e+09,7.77333e+09,9.59157e+09,1.15057e+10,1.33085e+10,1.49543e+10,1.66819e+10,1.83188e+10,2.0161e+10,2.14274e+10,2.28798e+10,2.34331e+10
4.68947e+08,2.31605e+09,4.14061e+09,5.97682e+09,7.77839e+09,9.63812e+09,1.14872e+10,1.3236e+10,1.49792e+10,1.68704e+10,1.83469e+10,2.00033e+10,2.14679e+10,2.25074e+10,2.28574e+10
4.66204e+08,2.31421e+09,4.165e+09,6.01112e+09,7.80027e+09,9.63175e+09,1.15312e+10,1.33378e+10,1.4982e+10,1.68525e+10,1.85647e+10,2.01747e+10,2.1448e+10,2.24995e+10,2.33816e+10
4.68969e+08,2.33299e+09,4.14084e+09,6.04153e+09,7.8349e+09,9.60581e+09,1.14664e+10,1.33292e+10,1.50922e+10,1.67713e+10,1.85643e+10,2.0199e+10,2.13757e+10,2.28672e+10,2.26625e+10
4.66133e+08,2.32006e+09,4.13943e+09,5.98841e+09,7.83298e+09,9.63246e+09,1.14551e+10,1.32219e+10,1.49739e+10,1.67311e+10,1.85815e+10,2.02103e+10,2.13648e+10,2.24514e+10,2.33937e+10
4.66331e+08,2.30429e+09,4.15931e+09,5.98504e+09,7.82782e+09,9.6264e+09,1.15255e+10,1.3353e+10,1.51522e+10,1.68663e+10,1.85807e+10,2.02256e+10,2.1745e+10,2.25228e+10,2.27231e+10
4.66108e+08,2.31194e+09,4.13649e+09,5.96675e+09,7.85851e+09,9.61329e+09,1.14506e+10,1.33763e+10,1.49941e+10,1.67255e+10,1.83738e+10,2.0029e+10,2.13818e+10,2.23762e+10,2.33693e+10
4.66183e+08,2.29766e+09,4.16091e+09,6.01342e+09,7.82943e+09,9.71747e+09,1.15642e+10,1.33266e+10,1.49978e+10,1.69062e+10,1.86123e+10,2.02523e+10,2.16802e+10,2.28669e+10,2.26675e+10
4.66079e+08,2.31312e+09,4.1751e+09,5.99265e+09,7.80654e+09,9.69577e+09,1.14632e+10,1.33578e+10,1.51409e+10,1.68876e+10,1.86354e+10,2.02581e+10,2.13841e+10,2.28643e+10,2.33741e+10
4.66282e+08,2.31587e+09,4.14087e+09,5.97184e+09,7.84635e+09,9.68893e+09,1.14443e+10,1.32326e+10,1.50504e+10,1.67506e+10,1.85497e+10,2.02147e+10,2.14509e+10,2.28856e+10,2.3268e+10
4.663e+08,2.31725e+09,4.16592e+09,5.98434e+09,7.89009e+09,9.66149e+09,1.14519e+10,1.3239e+10,1.51707e+10,1.67367e+10,1.83914e+10,2.00155e+10,2.1691e+10,2.25158e+10,2.25479e+10
4.67533e+08,2.31143e+09,4.13377e+09,5.97751e+09,7.81604e+09,9.70095e+09,1.14705e+10,1.3273e+10,1.50047e+10,1.6786e+10,1.84156e+10,2.02182e+10,2.17202e+10,2.23746e+10,2.33703e+10

5.46258e+07,6.1329e+07,6.25122e+07,6.23925e+07,5.93817e+07,6.26396e+07,5.92354e+07,6.11273e+07,5.85954e+07,5.93869e+07,5.60653e+07,5.77932e+07,5.75046e+07,5.40389e+07,5.51036e+07
9.76268e+07,1.14671e+08,1.1866e+08,1.19152e+08,1.20088e+08,1.21937e+08,1.19328e+08,1.18258e+08,1.16629e+08,1.15633e+08,1.17495e+08,1.10986e+08,1.08955e+08,1.05101e+08,1.03825e+08
1.3458e+08,1.66364e+08,1.73683e+08,1.7566e+08,1.77203e+08,1.78081e+08,1.77672e+08,1.77645e+08,1.75863e+08,1.74893e+08,1.69731e+08,1.64541e+08,1.60712e+08,1.58483e+08,1.55883e+08
1.71254e+08,2.15427e+08,2.26083e+08,2.29073e+08,2.33833e+08,2.35462e+08,2.33469e+08,2.30471e+08,2.29799e+08,2.26502e+08,2.21986e+08,2.21994e+08,2.12431e+08,1.99266e+08,2.05247e+08
2.04977e+08,2.6082e+08,2.76589e+08,2.80645e+08,2.87021e+08,2.86589e+08,2.87377e+08,2.88225e+08,2.84262e+08,2.80788e+08,2.76967e+08,2.6959e+08,2.70233e+08,2.55279e+08,2.45862e+08
2.36134e+08,3.01248e+08,3.20158e+08,3.2979e+08,3.34439e+08,3.37745e+08,3.38724e+08,3.38351e+08,3.38995e+08,3.35481e+08,3.31278e+08,3.26034e+08,3.13731e+08,3.11741e+08,3.10502e+08
2.68079e+08,3.44454e+08,3.65041e+08,3.78608e+08,3.85217e+08,3.8847e+08,3.91146e+08,3.908e+08,3.90358e+08,3.87423e+08,3.83265e+08,3.76317e+08,3.72821e+08,3.69093e+08,3.5387e+08
2.98617e+08,3.85141e+08,4.11126e+08,4.25849e+08,4.33575e+08,4.40465e+08,4.43214e+08,4.41101e+08,4.40655e+08,4.38449e+08,4.34465e+08,4.28062e+08,4.20311e+08,4.1151e+08,4.15792e+08
3.27785e+08,4.23707e+08,4.5647e+08,4.72143e+08,4.82488e+08,4.88958e+08,4.90845e+08,4.94204e+08,4.93726e+08,4.91902e+08,4.87933e+08,4.81195e+08,4.72345e+08,4.58251e+08,4.5775e+08
3.57247e+08,4.64131e+08,4.99876e+08,5.19927e+08,5.29417e+08,5.37934e+08,5.43499e+08,5.43696e+08,5.44984e+08,5.42264e+08,5.35465e+08,5.29623e+08,5.18365e+08,5.09773e+08,5.02247e+08
